2026-04-15 14:03:41,389 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 14:55:25,970 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (148.3ms)
2026-04-15 14:55:25,978 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (164.9ms)
2026-04-15 14:55:25,983 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (147.4ms)
2026-04-15 14:55:26,046 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (165.1ms)
2026-04-15 14:55:26,047 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (153.6ms)
2026-04-15 14:55:26,119 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (146.7ms)
2026-04-15 14:55:26,142 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (163.1ms)
2026-04-15 14:55:26,145 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (160.8ms)
2026-04-15 14:55:26,225 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (177.3ms)
2026-04-15 14:55:26,227 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (178.9ms)
2026-04-15 14:55:26,296 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (176.0ms)
2026-04-15 14:55:26,310 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (166.2ms)
2026-04-15 14:55:26,318 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (170.6ms)
2026-04-15 14:55:26,403 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (173.8ms)
2026-04-15 14:55:26,406 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (177.2ms)
2026-04-15 14:55:26,475 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (175.8ms)
2026-04-15 14:55:26,486 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (173.5ms)
2026-04-15 14:55:26,489 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (168.9ms)
2026-04-15 14:55:26,573 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (167.6ms)
2026-04-15 14:55:26,576 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (168.6ms)
2026-04-15 14:55:26,653 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (176.7ms)
2026-04-15 14:55:26,655 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (164.6ms)
2026-04-15 14:55:26,658 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (169.6ms)
2026-04-15 14:55:26,743 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (168.2ms)
2026-04-15 14:55:26,746 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (168.7ms)
2026-04-15 14:55:26,814 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (155.0ms)
2026-04-15 14:55:26,823 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (167.1ms)
2026-04-15 14:55:26,836 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (178.8ms)
2026-04-15 14:55:26,901 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (153.2ms)
2026-04-15 14:55:26,902 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (156.0ms)
2026-04-15 14:55:26,970 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (154.3ms)
2026-04-15 14:55:26,980 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (155.2ms)
2026-04-15 14:55:26,985 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (147.7ms)
2026-04-15 14:55:27,052 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (148.3ms)
2026-04-15 14:55:27,061 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (157.7ms)
2026-04-15 14:55:27,117 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (145.6ms)
2026-04-15 14:55:27,134 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (147.2ms)
2026-04-15 14:55:27,138 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (153.6ms)
2026-04-15 14:55:27,235 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (182.2ms)
2026-04-15 14:55:27,243 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (180.3ms)
2026-04-15 14:55:27,289 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (170.3ms)
2026-04-15 14:55:27,308 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (169.3ms)
2026-04-15 14:55:27,312 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (174.2ms)
2026-04-15 14:55:27,410 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (168.3ms)
2026-04-15 14:55:27,412 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (167.9ms)
2026-04-15 14:55:27,451 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (161.3ms)
2026-04-15 14:55:27,462 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (149.0ms)
2026-04-15 14:55:27,478 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (167.5ms)
2026-04-15 14:55:27,562 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (148.6ms)
2026-04-15 14:55:27,564 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (150.5ms)
2026-04-15 14:55:27,597 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (144.9ms)
2026-04-15 14:55:27,601 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (138.3ms)
2026-04-15 14:55:27,603 | execution_agent | INFO | [ExecutionAgent] Completed 77/77 without network error
2026-04-15 14:55:27,604 | validation_agent | INFO | [ValidationAgent] Validating 77 results …
2026-04-15 14:55:27,623 | validation_agent | INFO | [ValidationAgent] 48 failures detected
2026-04-15 14:55:27,629 | security_agent | INFO | [SecurityAgent] Scanning 77 results …
2026-04-15 14:55:30,797 | security_agent | WARNING | LLM security scan failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:55:30,801 | security_agent | INFO | [SecurityAgent] 16 findings (0 critical, 10 high)
2026-04-15 14:55:30,815 | history | INFO | [History] Saved run 672f2365-58f
2026-04-15 14:55:30,832 | reporting_agent | INFO | [ReportingAgent] HTML report → reports/report_20260415_145530.html
2026-04-15 14:55:30,834 | reporting_agent | INFO | [ReportingAgent] JSON report → reports/report_20260415_145530.json
2026-04-15 14:58:19,477 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 14:58:19,486 | parser | INFO | Parsing spec: Sample Pet Store API
2026-04-15 14:58:19,486 | parser | INFO | Discovered 8 endpoints
2026-04-15 14:58:22,749 | api_understanding_agent | WARNING | LLM enrichment failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:58:22,752 | api_understanding_agent | INFO | [APIUnderstandingAgent] 8 endpoints understood (provider: openai)
2026-04-15 14:58:22,767 | test_generation_agent | INFO | [TestGenerationAgent] Generating tests for 8 endpoints …
2026-04-15 14:58:25,681 | test_generation_agent | WARNING | LLM creative test generation failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:58:25,688 | test_generation_agent | INFO | [TestGenerationAgent] Generated 56 test cases (provider: openai)
2026-04-15 14:58:25,691 | execution_agent | INFO | [ExecutionAgent] Running 56 test cases ...
2026-04-15 14:58:26,033 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (326.3ms)
2026-04-15 14:58:26,045 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (338.5ms)
2026-04-15 14:58:26,049 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (341.9ms)
2026-04-15 14:58:26,053 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (347.6ms)
2026-04-15 14:58:26,056 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (358.9ms)
2026-04-15 14:58:26,224 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (187.7ms)
2026-04-15 14:58:26,231 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (183.2ms)
2026-04-15 14:58:26,240 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (187.6ms)
2026-04-15 14:58:26,242 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (187.8ms)
2026-04-15 14:58:26,247 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (189.7ms)
2026-04-15 14:58:26,408 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (182.0ms)
2026-04-15 14:58:26,411 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (177.9ms)
2026-04-15 14:58:26,422 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (177.9ms)
2026-04-15 14:58:26,431 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (189.1ms)
2026-04-15 14:58:26,436 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (187.4ms)
2026-04-15 14:58:26,595 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (185.1ms)
2026-04-15 14:58:26,598 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (185.4ms)
2026-04-15 14:58:26,609 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (176.7ms)
2026-04-15 14:58:26,611 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (187.4ms)
2026-04-15 14:58:26,625 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (188.1ms)
2026-04-15 14:58:26,777 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (176.9ms)
2026-04-15 14:58:26,779 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (182.4ms)
2026-04-15 14:58:26,786 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (173.5ms)
2026-04-15 14:58:26,790 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (177.4ms)
2026-04-15 14:58:26,802 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (175.7ms)
2026-04-15 14:58:26,956 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (177.4ms)
2026-04-15 14:58:26,962 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (181.3ms)
2026-04-15 14:58:26,966 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (174.5ms)
2026-04-15 14:58:26,972 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 415 (185.1ms)
2026-04-15 14:58:26,977 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (173.9ms)
2026-04-15 14:58:27,151 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (182.9ms)
2026-04-15 14:58:27,153 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (195.3ms)
2026-04-15 14:58:27,158 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (184.3ms)
2026-04-15 14:58:27,159 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (194.8ms)
2026-04-15 14:58:27,167 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (188.9ms)
2026-04-15 14:58:27,337 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (184.9ms)
2026-04-15 14:58:27,341 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (185.5ms)
2026-04-15 14:58:27,349 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (187.3ms)
2026-04-15 14:58:27,351 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (189.7ms)
2026-04-15 14:58:27,358 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (189.3ms)
2026-04-15 14:58:27,524 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (184.9ms)
2026-04-15 14:58:27,528 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (184.6ms)
2026-04-15 14:58:27,534 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (181.7ms)
2026-04-15 14:58:27,542 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (190.1ms)
2026-04-15 14:58:27,544 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (184.3ms)
2026-04-15 14:58:27,722 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (192.6ms)
2026-04-15 14:58:27,732 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (205.5ms)
2026-04-15 14:58:27,739 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (193.8ms)
2026-04-15 14:58:27,742 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (196.3ms)
2026-04-15 14:58:27,743 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (207.1ms)
2026-04-15 14:58:27,910 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (185.0ms)
2026-04-15 14:58:27,917 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (182.8ms)
2026-04-15 14:58:27,927 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (181.2ms)
2026-04-15 14:58:27,934 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (189.1ms)
2026-04-15 14:58:27,936 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (195.6ms)
2026-04-15 14:58:28,116 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (202.3ms)
2026-04-15 14:58:28,120 | execution_agent | INFO | [ExecutionAgent] Completed 56/56 without network error
2026-04-15 14:58:28,124 | validation_agent | INFO | [ValidationAgent] Validating 56 results …
2026-04-15 14:58:28,135 | validation_agent | INFO | [ValidationAgent] 20 failures detected
2026-04-15 14:58:28,143 | security_agent | INFO | [SecurityAgent] Scanning 56 results …
2026-04-15 14:58:31,477 | security_agent | WARNING | LLM security scan failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:58:31,481 | security_agent | INFO | [SecurityAgent] 12 findings (0 critical, 8 high)
2026-04-15 14:58:31,492 | history | INFO | [History] Saved run 89b1498d-48e
2026-04-15 14:58:31,510 | reporting_agent | INFO | [ReportingAgent] HTML report → reports/report_20260415_145831.html
2026-04-15 14:58:31,512 | reporting_agent | INFO | [ReportingAgent] JSON report → reports/report_20260415_145831.json
2026-04-15 15:11:50,675 | api_understanding_agent | INFO | [APIUnderstandingAgent] Extracting spec from raw description …
2026-04-15 15:19:14,558 | api_understanding_agent | INFO | [APIUnderstandingAgent] Extracting spec from raw description …
2026-04-15 15:21:12,516 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 15:21:12,525 | parser | INFO | Parsing spec: Sample Pet Store API
2026-04-15 15:21:12,525 | parser | INFO | Discovered 8 endpoints
2026-04-15 15:21:15,791 | api_understanding_agent | WARNING | LLM enrichment failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 15:21:15,795 | api_understanding_agent | INFO | [APIUnderstandingAgent] 8 endpoints understood (provider: openai)
2026-04-15 15:21:15,807 | test_generation_agent | INFO | [TestGenerationAgent] Generating tests for 8 endpoints …
2026-04-15 15:21:18,868 | test_generation_agent | WARNING | LLM creative test generation failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 15:21:18,871 | test_generation_agent | INFO | [TestGenerationAgent] Generated 56 test cases (provider: openai)
2026-04-15 15:21:18,874 | execution_agent | INFO | [ExecutionAgent] Running 56 test cases ...
2026-04-15 15:21:19,191 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (305.3ms)
2026-04-15 15:21:19,217 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (327.9ms)
2026-04-15 15:21:19,220 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (332.2ms)
2026-04-15 15:21:19,224 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (346.4ms)
2026-04-15 15:21:19,225 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (338.0ms)
2026-04-15 15:21:19,382 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (187.8ms)
2026-04-15 15:21:19,411 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (187.8ms)
2026-04-15 15:21:19,416 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (189.2ms)
2026-04-15 15:21:19,424 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (196.3ms)
2026-04-15 15:21:19,427 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (208.0ms)
2026-04-15 15:21:19,567 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (182.8ms)
2026-04-15 15:21:19,603 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (184.7ms)
2026-04-15 15:21:19,609 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (195.2ms)
2026-04-15 15:21:19,618 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (192.4ms)
2026-04-15 15:21:19,620 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (190.7ms)
2026-04-15 15:21:19,758 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (189.1ms)
2026-04-15 15:21:19,795 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (189.9ms)
2026-04-15 15:21:19,805 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (193.9ms)
2026-04-15 15:21:19,808 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (186.8ms)
2026-04-15 15:21:19,813 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (190.8ms)
2026-04-15 15:21:19,953 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (192.0ms)
2026-04-15 15:21:19,992 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (194.4ms)
2026-04-15 15:21:19,996 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (182.2ms)
2026-04-15 15:21:20,005 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (198.2ms)
2026-04-15 15:21:20,008 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (198.6ms)
2026-04-15 15:21:20,144 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (189.1ms)
2026-04-15 15:21:20,177 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 415 (179.2ms)
2026-04-15 15:21:20,187 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (191.9ms)
2026-04-15 15:21:20,188 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (181.4ms)
2026-04-15 15:21:20,197 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (186.8ms)
2026-04-15 15:21:20,326 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (179.6ms)
2026-04-15 15:21:20,367 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (187.6ms)
2026-04-15 15:21:20,373 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (184.2ms)
2026-04-15 15:21:20,381 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (182.8ms)
2026-04-15 15:21:20,383 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (193.2ms)
2026-04-15 15:21:20,512 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (184.7ms)
2026-04-15 15:21:20,552 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (182.4ms)
2026-04-15 15:21:20,573 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (197.1ms)
2026-04-15 15:21:20,576 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (191.6ms)
2026-04-15 15:21:20,577 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (194.7ms)
2026-04-15 15:21:20,727 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (213.0ms)
2026-04-15 15:21:20,750 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (194.3ms)
2026-04-15 15:21:20,770 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (190.8ms)
2026-04-15 15:21:20,784 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (208.0ms)
2026-04-15 15:21:20,785 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (205.2ms)
2026-04-15 15:21:20,908 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (178.3ms)
2026-04-15 15:21:20,938 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (186.0ms)
2026-04-15 15:21:20,962 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (189.6ms)
2026-04-15 15:21:20,968 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (180.9ms)
2026-04-15 15:21:20,977 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (189.2ms)
2026-04-15 15:21:21,091 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (181.8ms)
2026-04-15 15:21:21,122 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (182.0ms)
2026-04-15 15:21:21,157 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (187.4ms)
2026-04-15 15:21:21,159 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (195.2ms)
2026-04-15 15:21:21,165 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (186.8ms)
2026-04-15 15:21:21,278 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (184.9ms)
2026-04-15 15:21:21,283 | execution_agent | INFO | [ExecutionAgent] Completed 56/56 without network error
2026-04-15 15:21:21,286 | validation_agent | INFO | [ValidationAgent] Validating 56 results …
2026-04-15 15:21:21,294 | validation_agent | INFO | [ValidationAgent] 20 failures detected
2026-04-15 15:21:21,304 | security_agent | INFO | [SecurityAgent] Scanning 56 results …
2026-04-15 15:21:24,381 | security_agent | WARNING | LLM security scan failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 15:21:24,385 | security_agent | INFO | [SecurityAgent] 12 findings (0 critical, 8 high)
2026-04-15 15:21:24,393 | history | INFO | [History] Saved run fcfca51d-083
2026-04-15 15:21:24,414 | reporting_agent | INFO | [ReportingAgent] HTML report → reports/report_20260415_152124.html
2026-04-15 15:21:24,415 | reporting_agent | INFO | [ReportingAgent] JSON report → reports/report_20260415_152124.json
